,category,jitter,shape_indices,widths
78,straight,0,78,0.5348484848484849
79,straight,0,79,0.5391414141414141
80,straight,0,80,0.5434343434343434
81,straight,0,81,0.5477272727272727
82,straight,0,82,0.5520202020202021
83,straight,0,83,0.5563131313131313
84,straight,0,84,0.5606060606060606
85,straight,0,85,0.5648989898989899
86,straight,0,86,0.5691919191919192
87,straight,0,87,0.5734848484848485
88,straight,0,88,0.5777777777777777
89,straight,0,89,0.5820707070707071
90,straight,0,90,0.5863636363636364
91,straight,0,91,0.5906565656565657
92,straight,0,92,0.5949494949494949
93,straight,0,93,0.5992424242424242
94,straight,0,94,0.6035353535353536
95,straight,0,95,0.6078282828282828
96,straight,0,96,0.6121212121212121
97,straight,0,97,0.6164141414141414
98,straight,0,98,0.6207070707070708
99,straight,0,99,0.625
100,straight,1,0,0.30000000000000004
101,straight,1,1,0.30429292929292934
102,straight,1,2,0.30858585858585863
103,straight,1,3,0.3128787878787879
