Tick	Time	TriggerCode	Block	Trial	GazeDirX	GazeDirY	GazeDirZ	HeadPosX	HeadPosY	HeadPosZ	HeadDirX	HeadDirY	HeadDirZ	EyeOpenL	EyeOpenR	PupilDiaL	PupilDiaR	PupilSensorLx	PupilSensorLy	PupilSensorRx	PupilSensorRy	PositionLx	PositionLy	PositionRx	PositionRy	GazeAngleX	GazeAngleY	HeadAngleX	HeadAngleY	ViewGazeX	ViewGazeY	ViewGazeZ	ViewFixX	ViewFixY	ViewFixZ	HandRPosX	HandRPosY	HandRPosZ	HandRDirX	HandRDirY	HandRDirZ	FixationPointX	FixationPointY	FixationPointZ
2283	61316	0	1	3	-0.7401905	-0.08555327	-0.6669185	-0.1338628	1.679506	-0.2076831	-0.6627176	0.0009384807	-0.7488688	0.8954365	0.8839361	2.894745	3.062714	0.4907888	0.4645281	0.4950061	0.4839274	0.4907888	0.4645281	0.4950061	0.4839274	-132.0191	-172.6899	-138.4925	179.9287	0.3570124	2.896328	-0.2458168	0.4932667	0.4779541	1.754393	-0.2220089	1.211581	-0.2928352	-0.02547697	0.4725323	-0.880945	-1.330288	1.545406	-1.342683
2284	61327	0	1	3	-0.6934515	-0.08685005	-0.71524	-0.1314466	1.679605	-0.2076418	-0.6469658	-0.0003604377	-0.7625189	0.8902424	0.8970087	3.06459	3.096115	0.4746408	0.4603824	0.4800467	0.4772977	0.4746408	0.4603824	0.4800467	0.4772977	-135.8861	-173.0766	-139.6868	-179.9802	0.3573338	2.927036	-0.2427669	0.4936539	0.4784089	1.755572	-0.2172149	1.211045	-0.2948765	-0.00645002	0.4716902	-0.8817407	-1.091326	1.570004	-1.265214
2285	61339	0	1	3	-0.695622	-0.08554845	-0.7132915	-0.1289745	1.679696	-0.2074608	-0.6308972	-0.00156224	-0.7758649	0.8881034	0.8848252	2.956436	3.178436	0.4794099	0.4628053	0.4842077	0.4820108	0.4794099	0.4628053	0.4842077	0.4820108	-135.7185	-173.1609	-140.8836	-179.8847	0.3572571	2.958563	-0.2397071	0.4941737	0.4788369	1.756915	-0.2122627	1.210844	-0.2969779	0.00755075	0.4684588	-0.8834534	-1.030466	1.571565	-1.205685
2286	61350	0	1	3	-0.6804196	-0.08683329	-0.7276555	-0.1263658	1.679832	-0.207446	-0.6144398	-0.00227824	-0.7889604	0.8881034	0.8848252	2.956436	3.178436	0.4794099	0.4628053	0.4842077	0.4820108	0.4794099	0.4628053	0.4842077	0.4820108	-136.9213	-173.1949	-142.0887	-179.8345	0.3580205	2.98205	-0.2374838	0.4949179	0.4790941	1.758192	-0.2072717	1.210933	-0.298672	0.01871299	0.4643284	-0.8854655	-1.006528	1.570666	-1.224414
2287	61361	0	1	3	-0.690361	-0.09105893	-0.7177018	-0.1235692	1.680003	-0.2073231	-0.597232	-0.002750352	-0.8020637	0.8837376	0.8716876	3.060822	3.165466	0.4926881	0.4631408	0.4982611	0.4837378	0.4926881	0.4631408	0.4982611	0.4837378	-136.1124	-172.7692	-143.3279	-179.8042	0.3612688	3.003879	-0.2354653	0.4960194	0.4792775	1.759668	-0.2022992	1.211129	-0.300359	0.02857631	0.4611892	-0.8868417	-1.074352	1.565057	-1.261136
2288	61372	0	1	3	-0.6823009	-0.08721337	-0.725836	-0.1206923	1.680117	-0.2072655	-0.5795482	-0.003163361	-0.814932	0.9024484	0.8685906	2.997742	3.242386	0.4962608	0.4620387	0.5007989	0.4804623	0.4962608	0.4620387	0.5007989	0.4804623	-136.7708	-173.1484	-144.581	-179.7779	0.3647549	3.024981	-0.2335394	0.4973584	0.4794598	1.76113	-0.1974409	1.211432	-0.3020726	0.04029069	0.4596819	-0.8871692	-1.526114	1.502959	-1.782082
2289	61383	0	1	3	-0.6662366	-0.0876333	-0.7405592	-0.1175728	1.680069	-0.2071836	-0.561097	-0.003430666	-0.8277429	0.9024484	0.8685906	2.997742	3.242386	0.4962608	0.4620387	0.5007989	0.4804623	0.4962608	0.4620387	0.5007989	0.4804623	-138.0242	-173.2513	-145.8681	-179.7626	0.3693206	3.04522	-0.2317008	0.4990835	0.4796379	1.762717	-0.1925913	1.211925	-0.3037837	0.05195585	0.4606234	-0.8860738	-1.487288	1.502422	-1.813105
2290	61394	0	1	3	-0.6579562	-0.08537406	-0.7481968	-0.1143783	1.679921	-0.207026	-0.5425137	-0.003650993	-0.840039	0.9080239	0.8829684	3.122604	3.129425	0.4968455	0.4613587	0.5018346	0.4801479	0.4968455	0.4613587	0.5018346	0.4801479	-138.672	-173.4903	-147.1448	-179.7513	0.372146	3.065915	-0.2298284	0.5008783	0.4798213	1.764356	-0.1879538	1.2126	-0.3052256	0.06752257	0.4634382	-0.8835529	-1.110604	1.556943	-1.414881
2291	61405	0	1	3	-0.555977	-0.0765694	-0.8276486	-0.1110996	1.679675	-0.2067307	-0.5238528	-0.003808038	-0.8518003	0.9095247	0.8900628	3.033966	3.205261	0.4635357	0.4575445	0.4754829	0.4750846	0.4635357	0.4575445	0.4754829	0.4750846	-146.1086	-174.7144	-148.4087	-179.7436	0.3749598	3.087449	-0.2278969	0.5027067	0.4800047	1.766096	-0.1834155	1.213259	-0.3074573	0.08657254	0.46594	-0.8805711	0.2472677	1.721018	0.2929272
2292	61416	0	1	3	-0.5375689	-0.07672919	-0.8397069	-0.1078037	1.679547	-0.20648	-0.505332	-0.003697711	-0.8629173	0.9095247	0.8900628	3.033966	3.205261	0.4635357	0.4575445	0.4754829	0.4750846	0.4635357	0.4575445	0.4754829	0.4750846	-147.3732	-174.779	-149.6464	-179.7545	0.3779999	3.103953	-0.2264413	0.5044913	0.4800683	1.767724	-0.1789429	1.213774	-0.3091741	0.1069629	0.4698059	-0.8762657	0.2396816	1.720824	0.300798
2293	61427	0	1	3	-0.498216	-0.07400826	-0.8638833	-0.1044278	1.679476	-0.206161	-0.4869383	-0.00311686	-0.873431	0.9095247	0.8900628	3.10054	3.283691	0.45919	0.4579539	0.4598881	0.474249	0.45919	0.4579539	0.4598881	0.474249	-150.0272	-175.1034	-150.8603	-179.7963	0.3818302	3.112521	-0.2256825	0.5062465	0.479953	1.769347	-0.1744311	1.214278	-0.3110458	0.1268819	0.4740365	-0.8713155	-0.8225161	1.582742	-1.531344
2294	61439	0	1	3	-0.4953555	-0.06727065	-0.8660811	-0.1011057	1.679432	-0.2058518	-0.4685215	-0.002140711	-0.8834497	0.9075989	0.8812519	3.102112	3.256516	0.4606463	0.4579539	0.4620835	0.4727636	0.4606463	0.4579539	0.4620835	0.4727636	-150.2326	-175.5587	-152.0616	-179.8615	0.3851306	3.112763	-0.2256347	0.5080413	0.4796938	1.77083	-0.1694574	1.214558	-0.3130656	0.1444497	0.4777514	-0.8665379	-0.8012001	1.585694	-1.543284
2295	61450	0	1	3	-0.4797946	-0.05804508	-0.8754531	-0.09771758	1.679388	-0.2054249	-0.4504758	-0.0008168654	-0.8927882	0.9049455	0.895716	3.102982	3.177032	0.4606787	0.4568954	0.4642692	0.4702213	0.4606787	0.4568954	0.4642692	0.4702213	-151.2749	-176.2067	-153.2258	-179.9477	0.389291	3.107571	-0.2260485	0.5097038	0.4793065	1.772359	-0.1648604	1.215074	-0.315245	0.1611502	0.4824031	-0.8609982	-1.049425	1.565254	-2.090537
2296	61461	0	1	3	-0.4619558	-0.05671986	-0.8850816	-0.09433085	1.679391	-0.205054	-0.4325247	0.0004640077	-0.9016221	0.9049455	0.895716	3.102982	3.177032	0.4606787	0.4568954	0.4642692	0.4702213	0.4606787	0.4568954	0.4642692	0.4702213	-152.4383	-176.3333	-154.3721	179.972	0.3927557	3.102479	-0.2264609	0.511376	0.4789244	1.773777	-0.1600444	1.215647	-0.3172511	0.1763002	0.4853579	-0.8563562	-1.008212	1.567961	-2.108955
2297	61472	0	1	3	-0.4527946	-0.05111455	-0.8901478	-0.0909282	1.679376	-0.204625	-0.4153656	0.002152064	-0.9096521	0.9088742	0.8922003	3.079666	3.175949	0.4619501	0.4569707	0.4642834	0.471708	0.4619501	0.4569707	0.4642834	0.471708	-153.0388	-176.7135	-155.4576	179.8644	0.394926	3.089804	-0.2275201	0.5127677	0.4783972	1.775184	-0.1554371	1.216304	-0.3199825	0.1906538	0.4870012	-0.8523387	-0.6169643	1.621201	-1.365105
2298	61483	0	1	3	-0.4324252	-0.05744591	-0.8998227	-0.08755106	1.679371	-0.2042494	-0.3984666	0.003737955	-0.9171752	0.8965094	0.8869756	3.136856	3.210388	0.464573	0.4572424	0.4697103	0.4711242	0.464573	0.4572424	0.4697103	0.4711242	-154.3326	-176.3471	-156.5175	179.7659	0.3957979	3.078198	-0.2284961	0.514114	0.4779058	1.776492	-0.1508166	1.21694	-0.322234	0.2044615	0.4889526	-0.8480101	-0.7918274	1.595789	-1.775246
2299	61494	0	1	3	-0.4157116	-0.05587408	-0.9077634	-0.08417594	1.679406	-0.2038636	-0.3825641	0.005564046	-0.9239124	0.8965094	0.8869756	3.136856	3.210388	0.464573	0.4572424	0.4697103	0.4711242	0.464573	0.4572424	0.4697103	0.4711242	-155.3945	-176.4778	-157.507	179.6551	0.3949561	3.06184	-0.2298991	0.5151171	0.477318	1.77778	-0.1461554	1.217673	-0.3245647	0.2165522	0.4905586	-0.844072	-0.7611859	1.598947	-1.786963
2300	61505	0	1	3	-0.3946352	-0.05037219	-0.9174509	-0.08096731	1.679311	-0.2034191	-0.3670531	0.007234143	-0.9301718	0.9058537	0.8790646	3.102982	3.177032	0.4606787	0.4568954	0.4642692	0.4702213	0.4606787	0.4568954	0.4642692	0.4702213	-156.7254	-176.8573	-158.4654	179.5546	0.3944273	3.047973	-0.2310824	0.5159838	0.4768055	1.779046	-0.1414511	1.218448	-0.3268486	0.2279382	0.4929263	-0.8396832	-0.8565852	1.582181	-2.168466
2301	61516	0	1	3	-0.3880863	-0.04441778	-0.9205511	-0.07763201	1.6794	-0.2030678	-0.3531072	0.008670012	-0.9355428	0.8995003	0.8708278	3.079666	3.175949	0.4619501	0.4569707	0.4642834	0.471708	0.4619501	0.4569707	0.4642834	0.471708	-157.1407	-177.2376	-159.3217	179.4692	0.3927072	3.038005	-0.2319514	0.5163064	0.4763222	1.780355	-0.1366856	1.219262	-0.3290634	0.2385698	0.4954425	-0.8352373	-0.5241956	1.629544	-1.396763
2302	61527	0	1	3	-0.3742637	-0.04300484	-0.9263239	-0.07439876	1.67947	-0.2026308	-0.3396656	0.01005169	-0.9404927	0.8995003	0.8708278	3.079666	3.175949	0.4619501	0.4569707	0.4642834	0.471708	0.4619501	0.4569707	0.4642834	0.471708	-157.9998	-177.3419	-160.1425	179.3877	0.3917474	3.029166	-0.232725	0.5164691	0.4758525	1.781698	-0.1318722	1.220125	-0.3311859	0.2481422	0.4985188	-0.830605	-0.503806	1.631377	-1.402676
2303	61539	0	1	3	-0.3596908	-0.05430629	-0.9314822	-0.07118469	1.679543	-0.2022731	-0.3264553	0.0113231	-0.945145	0.9056168	0.8843378	3.106201	3.204239	0.4657852	0.4567678	0.4695556	0.4726976	0.4657852	0.4567678	0.4695556	0.4726976	-158.886	-176.6633	-160.945	179.3136	0.3909124	3.021133	-0.2334337	0.5166235	0.4754178	1.782935	-0.127042	1.220949	-0.3332661	0.2576924	0.5015363	-0.8258669	-0.4070962	1.641145	-1.154364
2304	61550	0	1	3	-0.3516595	-0.05034255	-0.9347725	-0.06792688	1.679622	-0.2019743	-0.3146145	0.01274437	-0.949134	0.8908729	0.8717663	3.087402	3.276398	0.4671106	0.4564243	0.4717075	0.4723302	0.4671106	0.4564243	0.4717075	0.4723302	-159.3838	-176.9173	-161.6609	179.2308	0.3893857	3.009488	-0.2344771	0.5163229	0.4749132	1.784156	-0.1221109	1.221833	-0.335216	0.2655742	0.5049229	-0.8212938	-0.4155836	1.642543	-1.211657
2305	61561	0	1	3	-0.3369162	-0.05380862	-0.9399824	-0.06465578	1.67969	-0.2017676	-0.3027183	0.01367725	-0.9529819	0.9005263	0.8734621	3.048203	3.186569	0.4674222	0.4567336	0.4736728	0.4728013	0.4674222	0.4567336	0.4736728	0.4728013	-160.2809	-176.7237	-162.3773	179.1777	0.3874263	3.005471	-0.2348269	0.516144	0.474586	1.785294	-0.1171521	1.222721	-0.3370268	0.2729553	0.5080688	-0.8169219	-0.4887024	1.623537	-1.495944
2306	61572	0	1	3	-0.3251177	-0.05289008	-0.9441801	-0.06139386	1.679773	-0.2015182	-0.2920906	0.01455514	-0.9562799	0.9005263	0.8734621	3.048203	3.186569	0.4674222	0.4567336	0.4736728	0.4728013	0.4674222	0.4567336	0.4736728	0.4728013	-160.9994	-176.7938	-163.015	179.128	0.3853065	3.002429	-0.2350897	0.5155337	0.4742578	1.786506	-0.112151	1.223558	-0.3387511	0.2804024	0.5107037	-0.8127463	-0.4709975	1.624811	-1.500388
2307	61583	0	1	3	-0.3202307	-0.05831306	-0.9455388	-0.05813235	1.679855	-0.2012941	-0.2817901	0.0154081	-0.9593524	0.8986697	0.8695736	3.056381	3.157349	0.4702193	0.4573683	0.4749096	0.4734974	0.4702193	0.4573683	0.4749096	0.4734974	-161.29	-176.4709	-163.6309	179.0797	0.3825007	2.999118	-0.2353764	0.5148976	0.4739388	1.787656	-0.1071228	1.224339	-0.3404384	0.2875289	0.513702	-0.8083548	-0.5374863	1.60274	-1.708693
2308	61594	0	1	3	-0.3100705	-0.05552354	-0.9490833	-0.05487829	1.679926	-0.201134	-0.2716735	0.0163926	-0.9622499	0.8983854	0.8720348	3.074677	3.188965	0.4709357	0.457064	0.4758163	0.4737598	0.4709357	0.457064	0.4758163	0.4737598	-161.9075	-176.6519	-164.2339	179.024	0.3806579	2.99234	-0.2359885	0.5142838	0.4735703	1.788673	-0.1021316	1.225088	-0.342173	0.2950934	0.5166509	-0.8037362	-0.4986782	1.611278	-1.648059
2309	61605	0	1	3	-0.3000623	-0.05454843	-0.9523512	-0.05163652	1.679959	-0.2009714	-0.2626253	0.01762124	-0.964737	0.8983854	0.8720348	3.074677	3.188965	0.4709357	0.457064	0.4758163	0.4737598	0.4709357	0.457064	0.4758163	0.4737598	-162.5116	-176.7218	-164.7717	178.9536	0.3775746	2.980697	-0.2370485	0.513352	0.4731148	1.789656	-0.09715068	1.225744	-0.3438264	0.3027943	0.5199888	-0.7987035	-0.4818012	1.613148	-1.652094
2310	61616	0	1	3	-0.2945974	-0.05429574	-0.9540728	-0.04838967	1.680113	-0.2009389	-0.2534657	0.01915603	-0.9671547	0.8873437	0.8704811	3.07515	3.172592	0.4714795	0.4576576	0.4780866	0.473532	0.4714795	0.4576576	0.4780866	0.473532	-162.8404	-176.7429	-165.3145	178.8653	0.3756732	2.962224	-0.2387884	0.5125755	0.4725264	1.790394	-0.09217215	1.226321	-0.3453786	0.3119718	0.5231763	-0.7930703	-0.6245335	1.586957	-2.155418
2311	61627	0	1	3	-0.2935186	-0.05105881	-0.9545778	-0.04511648	1.680188	-0.20086	-0.2453085	0.02124453	-0.9692123	0.8996972	0.8739616	3.076019	3.155609	0.4727625	0.4577612	0.479449	0.4736971	0.4727625	0.4577612	0.479449	0.4736971	-162.9081	-176.9382	-165.7967	178.7443	0.3733777	2.934459	-0.2414382	0.5115153	0.4717481	1.791087	-0.08729583	1.226846	-0.3470706	0.3205883	0.5264498	-0.7874477	-0.5700393	1.603185	-1.996823
2312	61638	0	1	3	-0.2854666	-0.04899611	-0.9571244	-0.04183674	1.680261	-0.20084	-0.2374007	0.02369024	-0.9711229	0.8996972	0.8739616	3.076019	3.155609	0.4727625	0.4577612	0.479449	0.4736971	0.4727625	0.4577612	0.479449	0.4736971	-163.3925	-177.0695	-166.2629	178.6026	0.3703561	2.90032	-0.2447781	0.5104834	0.4708453	1.791606	-0.08245653	1.227328	-0.3488436	0.3281114	0.5297897	-0.7820905	-0.5520706	1.607771	-2.00122
2313	61650	0	1	3	-0.2780796	-0.04953608	-0.9592726	-0.0385831	1.68031	-0.2008775	-0.2291263	0.02616357	-0.9730452	0.8903769	0.8646924	3.074554	3.13298	0.4732544	0.4584852	0.4795441	0.4740501	0.4732544	0.4584852	0.4795441	0.4740501	-163.8339	-177.0439	-166.7498	178.4599	0.3676342	2.865633	-0.2482662	0.5097034	0.4699436	1.791967	-0.07761884	1.227834	-0.3506529	0.3350027	0.5331698	-0.7768547	-0.5353501	1.604519	-2.007582
2314	61660	0	1	3	-0.2700686	-0.05043526	-0.9615121	-0.03532863	1.680427	-0.201031	-0.2215959	0.02819275	-0.9747311	0.8937102	0.8710136	3.038986	3.155106	0.4741499	0.4598517	0.4804375	0.475401	0.4741499	0.4598517	0.4804375	0.475401	-164.3111	-176.9974	-167.192	178.3433	0.3634807	2.83764	-0.2511556	0.5087426	0.4691774	1.79224	-0.07283396	1.228281	-0.3525788	0.3397759	0.5370212	-0.7721145	-0.5560719	1.596514	-2.132455
2315	61672	0	1	3	-0.2625697	-0.0484615	-0.9636883	-0.03207427	1.68082	-0.2011801	-0.2144054	0.02979432	-0.9762905	0.8937102	0.8710136	3.038986	3.155106	0.4741499	0.4598517	0.4804375	0.475401	0.4741499	0.4598517	0.4804375	0.475401	-164.759	-177.1212	-167.6138	178.252	0.3582419	2.816956	-0.2533659	0.5077571	0.4685057	1.792519	-0.06801248	1.228752	-0.3543794	0.3447201	0.5404969	-0.7674836	-0.5384144	1.599993	-2.136563
2316	61683	0	1	3	-0.2547493	-0.04064653	-0.9661417	-0.02886599	1.681678	-0.2014433	-0.2078557	0.03147347	-0.977653	0.8933659	0.8641887	3.076019	3.155609	0.4727625	0.4577612	0.479449	0.4736971	0.4727625	0.4577612	0.479449	0.4736971	-165.2286	-177.591	-167.9973	178.1561	0.3535928	2.794601	-0.2558698	0.5066177	0.4677022	1.792598	-0.06326896	1.229192	-0.3564838	0.3472317	0.5430278	-0.7645595	-0.4839306	1.623423	-2.017067
2317	61694	0	1	3	-0.2486473	-0.04196916	-0.967677	-0.02568924	1.682655	-0.201728	-0.2016158	0.03310711	-0.9789051	0.8959894	0.868087	3.074554	3.13298	0.4732544	0.4584852	0.4795441	0.4740501	0.4732544	0.4584852	0.4795441	0.4740501	-165.5894	-177.5166	-168.3621	178.063	0.3488544	2.772955	-0.2583597	0.5054586	0.4668867	1.792589	-0.05847216	1.229704	-0.3586653	0.3492749	0.544569	-0.7625298	-0.4708818	1.619509	-2.022313
2318	61705	0	1	3	-0.2426232	-0.04398786	-0.9691074	-0.0224306	1.683235	-0.2021252	-0.1958137	0.0363702	-0.9799665	0.8862679	0.8784661	3.034622	3.158447	0.4741565	0.4600108	0.4805552	0.4754034	0.4741565	0.4600108	0.4805552	0.4754034	-165.9445	-177.4011	-168.7002	177.8746	0.3478321	2.726477	-0.2636877	0.5042464	0.4655612	1.792151	-0.05367297	1.230253	-0.360808	0.3502705	0.5444859	-0.7621323	-0.5005587	1.613432	-2.177682
2319	61716	0	1	3	-0.2368964	-0.04074616	-0.9706646	-0.01921254	1.68326	-0.2024633	-0.189679	0.03905232	-0.9810694	0.8862679	0.8784661	3.034622	3.158447	0.4741565	0.4600108	0.4805552	0.4754034	0.4741565	0.4600108	0.4805552	0.4754034	-166.2848	-177.5963	-169.0575	177.7205	0.3487515	2.689618	-0.2680099	0.5032085	0.4645567	1.791807	-0.04885101	1.230961	-0.3626883	0.3489567	0.543366	-0.7635331	-0.4851173	1.618951	-2.181123
2320	61727	0	1	3	-0.2315944	-0.03889381	-0.9720243	-0.01601022	1.683092	-0.202785	-0.1832163	0.04133867	-0.9822031	0.9085808	0.8765357	3.025192	3.157776	0.47429	0.4602255	0.4804858	0.4757288	0.47429	0.4602255	0.4804858	0.4757288	-166.5986	-177.7086	-169.4337	177.59	0.3509614	2.659019	-0.2716861	0.5023665	0.4637392	1.791493	-0.0440138	1.23171	-0.3644758	0.3466323	0.54278	-0.7650073	-0.428443	1.629301	-2.008315
2321	61738	0	1	3	-0.2249827	-0.0384876	-0.9735929	-0.01279604	1.682738	-0.2031703	-0.1770325	0.04277327	-0.9832751	0.8966411	0.8752369	3.024139	3.159821	0.47429	0.4607003	0.4804375	0.4762081	0.47429	0.4607003	0.4804375	0.4762081	-166.9882	-177.7362	-169.7936	177.5092	0.3532354	2.639815	-0.2740138	0.5014898	0.4632604	1.791234	-0.03925043	1.232593	-0.3659389	0.3386466	0.5433303	-0.7681867	-0.3911493	1.632903	-1.915379
2322	61749	0	1	3	-0.2189955	-0.03698689	-0.9750152	-0.00964129	1.682458	-0.2035701	-0.170881	0.04456949	-0.984283	0.8966411	0.8752369	3.024139	3.159821	0.47429	0.4607003	0.4804375	0.4762081	0.47429	0.4607003	0.4804375	0.4762081	-167.341	-177.8275	-170.1511	177.4073	0.3539711	2.615716	-0.2770045	0.5007318	0.4626438	1.790834	-0.03466135	1.233383	-0.367221	0.3305769	0.5465256	-0.769434	-0.3774125	1.635826	-1.918171
2323	61761	0	1	3	-0.2125721	-0.0397966	-0.9763231	-0.006539822	1.681997	-0.2040211	-0.1650499	0.0457382	-0.9852241	0.8966411	0.8752369	3.022766	3.159119	0.47429	0.461798	0.4804375	0.4767714	0.47429	0.461798	0.4804375	0.4767714	-167.7168	-177.6659	-170.4898	177.3419	0.3521187	2.599332	-0.2790174	0.4999667	0.462284	1.79046	-0.03029805	1.233949	-0.368414	0.3258498	0.5516011	-0.767827	-0.4008319	1.620023	-2.083752
2324	61772	0	1	3	-0.1942047	-0.05060611	-0.9796398	-0.003466606	1.681517	-0.204352	-0.1589944	0.04609372	-0.986203	0.9038708	0.8731008	3.042358	3.11795	0.470891	0.4627023	0.4779385	0.4784546	0.470891	0.4627023	0.4779385	0.4784546	-168.787	-177.0428	-170.8417	177.324	0.3490038	2.594137	-0.2795911	0.4993846	0.4622254	1.790323	-0.02600801	1.234395	-0.3696111	0.3249663	0.5562248	-0.7648601	-0.3127674	1.614408	-1.870124
2325	61783	0	1	3	-0.1831837	-0.05300495	-0.9816434	-0.0004188418	1.680839	-0.204746	-0.1532321	0.04562092	-0.9871366	0.8980216	0.8905935	2.965576	3.015793	0.470227	0.4616425	0.4769739	0.4774605	0.470227	0.4616425	0.4769739	0.4774605	-169.4297	-176.9093	-171.1765	177.354	0.3450651	2.598784	-0.2788579	0.4987749	0.4624979	1.790255	-0.02193296	1.234466	-0.3707597	0.328582	0.562058	-0.7590287	-0.2552014	1.621925	-1.670879
2326	61794	0	1	3	-0.1774012	-0.05348729	-0.9826787	0.002570987	1.680217	-0.2050393	-0.1476048	0.04382418	-0.9880751	0.8980216	0.8905935	2.965576	3.015793	0.470227	0.4616425	0.4769739	0.4774605	0.470227	0.4616425	0.4769739	0.4774605	-169.7667	-176.8845	-171.5036	177.4605	0.3381267	2.621247	-0.2758488	0.4982105	0.4632304	1.790493	-0.01784313	1.234204	-0.3720058	0.3337704	0.5683883	-0.7520186	-0.243679	1.618597	-1.67252
2327	61805	0	1	3	-0.1670532	-0.05956993	-0.9841345	0.005463958	1.679642	-0.2053788	-0.1422366	0.0422785	-0.9889293	0.9110402	0.8884308	3.046432	3.17804	0.4688723	0.4696902	0.4761414	0.4807913	0.4688723	0.4696902	0.4761414	0.4807913	-170.3661	-176.5361	-171.8154	177.552	0.3298261	2.64013	-0.2733406	0.4976594	0.4638597	1.790586	-0.01374191	1.233738	-0.3733144	0.3383635	0.5745519	-0.7452519	-0.3745619	1.528159	-2.476234
2328	61816	0	1	3	-0.1480879	-0.07122028	-0.986398	0.008279085	1.679177	-0.2056787	-0.1371588	0.03994801	-0.9897432	0.9082443	0.8928584	3.039276	3.108932	0.4658197	0.4757389	0.4729254	0.4868976	0.4658197	0.4757389	0.4729254	0.4868976	-171.4619	-175.8702	-172.1102	177.6887	0.3202025	2.670313	-0.2695132	0.4970712	0.4647419	1.79081	-0.009693384	1.233135	-0.3746458	0.3415073	0.5793472	-0.7400879	-0.3371606	1.508565	-2.410364
2329	61827	0	1	3	-0.1427721	-0.07355811	-0.9870099	0.01102012	1.678774	-0.205951	-0.1318303	0.03781693	-0.9905506	0.9082443	0.8928584	3.039276	3.108932	0.4658197	0.4757389	0.4729254	0.4868976	0.4658197	0.4757389	0.4729254	0.4868976	-171.7692	-175.7378	-172.4192	177.8136	0.3139299	2.698663	-0.2660382	0.4966221	0.465552	1.790991	-0.005706251	1.232573	-0.375752	0.343406	0.5825461	-0.7366904	-0.3223209	1.50338	-2.412125
2330	61838	0	1	3	-0.1554561	-0.06141459	-0.9859266	0.01371509	1.678558	-0.2062641	-0.1269105	0.03568822	-0.9912721	0.9138137	0.8978353	2.965576	3.015793	0.470227	0.4616425	0.4769739	0.4774605	0.470227	0.4616425	0.4769739	0.4774605	-171.0397	-176.4356	-172.7042	177.9381	0.3105865	2.727659	-0.262628	0.4960625	0.4663241	1.791083	-0.001774371	1.23213	-0.3769919	0.3436537	0.5839158	-0.7354893	-0.2012047	1.604729	-1.678096
2331	61849	0	1	3	-0.1459573	-0.06776562	-0.986955	0.01619816	1.678534	-0.2065473	-0.1219632	0.03402875	-0.991951	0.9149026	0.9065591	3.046432	3.17804	0.4688723	0.4696902	0.4761414	0.4807913	0.4688723	0.4696902	0.4761414	0.4807913	-171.5877	-176.0722	-172.9905	178.0353	0.3095192	2.750591	-0.2600277	0.4955643	0.4668978	1.791074	0.001854956	1.231668	-0.3781126	0.3435096	0.5815139	-0.737457	-0.3168587	1.50802	-2.483423
2332	61861	0	1	3	-0.1411366	-0.06939781	-0.9875423	0.01865	1.678565	-0.206961	-0.1172664	0.0329967	-0.9925523	0.9149026	0.9065591	3.046432	3.17804	0.4688723	0.4696902	0.4761414	0.4807913	0.4688723	0.4696902	0.4761414	0.4807913	-171.8665	-175.9803	-173.262	178.096	0.3077981	2.76324	-0.2586197	0.495104	0.4672356	1.790805	0.005246341	1.231253	-0.3791533	0.3435217	0.5770872	-0.7409207	-0.3037551	1.50571	-2.485191
2333	61872	0	1	3	-0.1206291	-0.08205874	-0.9892926	0.02090937	1.678772	-0.2073194	-0.113194	0.03298273	-0.9930255	0.9166206	0.9012676	3.078568	3.044388	0.4654808	0.47614	0.472073	0.4874927	0.4654808	0.47614	0.472073	0.4874927	-173.048	-175.2583	-173.497	178.0977	0.3060668	2.761182	-0.258877	0.4945016	0.4671679	1.790367	0.008420765	1.230945	-0.38	0.344678	0.5718968	-0.7443999	-0.2412623	1.501774	-2.238556
2334	61883	0	1	3	-0.1225582	-0.08156663	-0.989094	0.02311796	1.678943	-0.2077233	-0.1093232	0.03316785	-0.9934529	0.9192936	0.8921498	3.052643	3.05072	0.4647632	0.4758513	0.4713024	0.4883901	0.4647632	0.4758513	0.4713024	0.4883901	-172.9365	-175.2857	-173.7202	178.0878	0.3041106	2.75559	-0.2595228	0.493927	0.4670359	1.789835	0.01156229	1.23075	-0.3808721	0.3451403	0.5680405	-0.7471334	-0.2523259	1.490227	-2.455581
2335	61894	0	1	3	-0.1221922	-0.0809654	-0.9891967	0.02517617	1.679259	-0.2081112	-0.106145	0.03383012	-0.9937751	0.9237132	0.89732	3.047684	3.092972	0.4633694	0.4749965	0.4707412	0.4882288	0.4633694	0.4749965	0.4707412	0.4882288	-172.9581	-175.3208	-173.9034	178.0503	0.303051	2.743311	-0.2609529	0.4931601	0.4666975	1.78919	0.01428932	1.230753	-0.3815529	0.3448859	0.5640259	-0.7502857	-0.2286047	1.503064	-2.359383
2336	61905	0	1	3	-0.1190365	-0.08030487	-0.989635	0.0272007	1.679478	-0.2083844	-0.102785	0.03423798	-0.9941143	0.9237132	0.89732	3.047684	3.092972	0.4633694	0.4749965	0.4707412	0.4882288	0.4633694	0.4749965	0.4707412	0.4882288	-173.1413	-175.3608	-174.097	178.0274	0.3009296	2.735498	-0.261864	0.4925686	0.4664751	1.788707	0.01677054	1.230952	-0.3821697	0.3434779	0.5617629	-0.7526258	-0.2192383	1.50416	-2.360582
